@RELATION spf3

@ATTRIBUTE V1 NUMERIC
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE V9 NUMERIC
@ATTRIBUTE V10 NUMERIC
@ATTRIBUTE V11 NUMERIC
@ATTRIBUTE V12 NUMERIC
@ATTRIBUTE V13 NUMERIC
@ATTRIBUTE V14 NUMERIC
@ATTRIBUTE V15 NUMERIC
@ATTRIBUTE V16 NUMERIC
@ATTRIBUTE V17 NUMERIC
@ATTRIBUTE V18 NUMERIC
@ATTRIBUTE V19 NUMERIC
@ATTRIBUTE V20 NUMERIC
@ATTRIBUTE V21 NUMERIC
@ATTRIBUTE V22 NUMERIC
@ATTRIBUTE V23 NUMERIC
@ATTRIBUTE V24 NUMERIC
@ATTRIBUTE V25 NUMERIC
@ATTRIBUTE V26 NUMERIC
@ATTRIBUTE V27 NUMERIC
@ATTRIBUTE target {Bumps, Dirtiness, K_Scratch, Other_Faults, Pastry, Stains, Z_Scratch}

@DATA
462.0,472.0,10369596.0,10369620.0,150.0,17.0,24.0,17768.0,105.0,132.0,1360.0,0.0,1.0,40.0,0.6794,0.375,0.4167,0.0074,0.5882,1.0,1.0,2.1761,1.0,1.3802,0.5833,-0.0746,0.3977,3.0
599.0,608.0,2382642.0,2382651.0,54.0,12.0,9.0,6100.0,101.0,126.0,1360.0,0.0,1.0,40.0,0.8809,0.3333,1.0,0.0066,0.75,1.0,0.5,1.7324,0.9542,0.9542,0.0,-0.1175,0.1862,3.0
1289.0,1301.0,1132484.0,1132492.0,61.0,16.0,13.0,7145.0,105.0,127.0,1687.0,1.0,0.0,80.0,0.4576,0.3646,0.6667,0.0071,0.75,0.6154,0.0,1.7853,1.0792,0.9031,-0.3333,-0.0849,0.2018,6.0
41.0,192.0,1647218.0,1647385.0,13699.0,587.0,352.0,1585785.0,37.0,141.0,1402.0,0.0,1.0,40.0,0.0585,0.4568,0.9042,0.1077,0.2572,0.4744,1.0,4.1367,2.179,2.2227,0.0958,-0.0956,1.0,2.0
1325.0,1336.0,4848223.0,4848269.0,376.0,13.0,47.0,37703.0,91.0,117.0,1387.0,0.0,1.0,50.0,0.0735,0.2569,0.2391,0.0079,0.8461,0.9787,1.0,2.5752,1.0414,1.6628,0.7609,-0.2166,0.7955,3.0
1567.0,1580.0,72307.0,72355.0,326.0,35.0,49.0,31251.0,87.0,109.0,1692.0,0.0,1.0,300.0,0.1324,0.4776,0.2708,0.0077,0.3714,0.9796,1.0,2.5132,1.1139,1.6812,0.7292,-0.2511,0.8952,3.0
39.0,216.0,2854357.0,2854430.0,6450.0,276.0,143.0,669129.0,43.0,119.0,1358.0,0.0,1.0,40.0,0.0574,0.5008,0.4124,0.1303,0.6413,0.5105,0.0,3.8096,2.248,1.8633,-0.5876,-0.1895,1.0,2.0
39.0,211.0,1292132.0,1292303.0,12012.0,607.0,362.0,1381722.0,30.0,141.0,1398.0,0.0,1.0,40.0,0.0558,0.5916,0.9942,0.123,0.2834,0.4724,0.0,4.0796,2.2355,2.233,-0.0058,-0.1013,1.0,2.0
957.0,966.0,2591828.0,2591841.0,80.0,12.0,13.0,8091.0,91.0,112.0,1648.0,1.0,0.0,80.0,0.8277,0.3162,0.6923,0.0055,0.75,1.0,1.0,1.9031,0.9542,1.1139,0.3077,-0.2099,0.2253,0.0
1094.0,1124.0,12806495.0,12806520.0,571.0,37.0,25.0,58587.0,63.0,127.0,1362.0,0.0,1.0,40.0,0.3495,0.2387,0.8333,0.022,0.8108,1.0,0.0,2.7566,1.4771,1.3979,-0.1667,-0.1984,0.9519,3.0
788.0,800.0,10409376.0,10409388.0,110.0,13.0,12.0,12304.0,100.0,124.0,1360.0,0.0,1.0,40.0,0.8235,0.2361,1.0,0.0088,0.9231,1.0,0.5,2.0414,1.0792,1.0792,0.0,-0.1261,0.2583,3.0
126.0,163.0,544375.0,544389.0,200.0,50.0,30.0,24389.0,114.0,134.0,1358.0,0.0,1.0,40.0,0.1856,0.6139,0.3784,0.0272,0.74,0.4667,0.0,2.301,1.5682,1.1461,-0.6216,-0.0473,0.8082,2.0
853.0,861.0,31984.0,31995.0,66.0,9.0,11.0,12872.0,178.0,207.0,1387.0,0.0,1.0,40.0,0.7585,0.25,0.7273,0.0058,0.8889,1.0,1.0,1.8195,0.9031,1.0414,0.2727,0.5237,0.1934,2.0
39.0,212.0,1185602.0,1185752.0,13387.0,763.0,425.0,1546189.0,29.0,141.0,1398.0,0.0,1.0,40.0,0.0558,0.4841,0.867,0.1238,0.2267,0.3529,0.0,4.1267,2.238,2.1761,-0.1329,-0.0977,1.0,2.0
782.0,804.0,798878.0,798912.0,576.0,34.0,34.0,61342.0,84.0,133.0,1362.0,0.0,1.0,40.0,0.8194,0.2299,0.6471,0.0161,0.6471,1.0,1.0,2.7604,1.3424,1.5315,0.3529,-0.168,0.9513,3.0
1643.0,1656.0,1809470.0,1809524.0,471.0,37.0,54.0,43880.0,62.0,125.0,1698.0,0.0,1.0,90.0,0.0495,0.3291,0.2407,0.0077,0.3514,1.0,1.0,2.673,1.1139,1.7324,0.7593,-0.2722,0.9349,3.0
808.0,816.0,161967.0,161984.0,103.0,13.0,17.0,11430.0,97.0,126.0,1666.0,0.0,1.0,40.0,0.97,0.2427,0.4706,0.0048,0.6154,1.0,1.0,2.0128,0.9031,1.2305,0.5294,-0.133,0.2482,3.0
617.0,624.0,450379.0,450383.0,16.0,7.0,4.0,2042.0,114.0,140.0,1358.0,0.0,1.0,50.0,0.9087,0.4286,0.5714,0.0052,1.0,1.0,0.0,1.2041,0.8451,0.6021,-0.4286,-0.0029,0.1384,0.0
896.0,904.0,726664.0,726679.0,75.0,16.0,15.0,9062.0,104.0,132.0,1356.0,0.0,1.0,40.0,0.6667,0.375,0.5333,0.0059,0.5,1.0,1.0,1.8751,0.9031,1.1761,0.4667,-0.056,0.2288,0.0
1.0,250.0,115072.0,115195.0,15650.0,943.0,539.0,1732196.0,23.0,140.0,1378.0,0.0,1.0,40.0,0.0014,0.489,0.494,0.1807,0.2641,0.2282,0.0,4.1945,2.3962,2.0899,-0.506,-0.1353,1.0,2.0
113.0,155.0,263975.0,264160.0,3297.0,367.0,270.0,414252.0,113.0,143.0,1394.0,0.0,1.0,220.0,0.1621,0.5757,0.227,0.0301,0.1144,0.6852,1.0,3.5181,1.6233,2.2672,0.773,-0.0184,1.0,2.0
1315.0,1321.0,2396372.0,2396392.0,58.0,15.0,20.0,7385.0,116.0,141.0,1352.0,0.0,1.0,40.0,0.0459,0.5167,0.3,0.0044,0.4,1.0,1.0,1.7634,0.7782,1.301,0.7,-0.0052,0.2288,3.0
41.0,192.0,1682722.0,1682891.0,11711.0,538.0,348.0,1308444.0,30.0,135.0,1402.0,0.0,1.0,40.0,0.0585,0.5411,0.8935,0.1077,0.2807,0.4856,1.0,4.0686,2.179,2.2279,0.1065,-0.1271,1.0,2.0
647.0,667.0,483796.0,483808.0,67.0,23.0,13.0,7595.0,92.0,132.0,1360.0,0.0,1.0,50.0,0.9515,0.7208,0.6,0.0147,0.8696,0.9231,0.0,1.8261,1.301,1.0792,-0.4,-0.1144,0.3977,0.0
932.0,943.0,3020344.0,3020360.0,128.0,12.0,16.0,13996.0,88.0,126.0,1687.0,0.0,1.0,50.0,0.882,0.2727,0.6875,0.0065,0.9167,1.0,1.0,2.1072,1.0414,1.2041,0.3125,-0.1458,0.3012,0.0
61.0,99.0,4757479.0,4757628.0,1970.0,210.0,181.0,29002.0,0.0,39.0,1346.0,1.0,0.0,100.0,0.0906,0.6521,0.255,0.0282,0.181,0.8232,1.0,3.2945,1.5798,2.1732,0.745,-0.885,1.0,3.0
487.0,497.0,4186980.0,4186988.0,52.0,20.0,8.0,6999.0,130.0,141.0,1352.0,0.0,1.0,40.0,0.7204,0.35,0.8,0.0074,0.5,1.0,0.0,1.716,1.0,0.9031,-0.2,0.0515,0.1852,0.0
39.0,218.0,1495267.0,1495336.0,7250.0,268.0,141.0,746545.0,40.0,119.0,1356.0,0.0,1.0,40.0,0.0575,0.413,0.3855,0.132,0.6679,0.4894,0.0,3.8603,2.2529,1.8389,-0.6145,-0.1955,1.0,2.0
767.0,788.0,566837.0,566850.0,83.0,28.0,20.0,10345.0,115.0,141.0,1362.0,0.0,1.0,40.0,0.8429,0.696,0.6191,0.0154,0.75,0.65,0.0,1.9191,1.3222,1.1139,-0.381,-0.0263,0.4514,3.0
39.0,195.0,2240199.0,2240365.0,10986.0,755.0,444.0,1273434.0,44.0,142.0,1404.0,0.0,1.0,40.0,0.0556,0.5758,0.9398,0.1111,0.2066,0.3739,1.0,4.0408,2.1931,2.2201,0.0602,-0.0944,1.0,2.0
1677.0,1688.0,2058260.0,2058272.0,95.0,14.0,12.0,5714.0,24.0,93.0,1692.0,1.0,0.0,70.0,0.0047,0.2803,0.9167,0.0065,0.7857,1.0,1.0,1.9777,1.0414,1.0792,0.0833,-0.5301,0.2432,6.0
23.0,40.0,2669665.0,2669677.0,94.0,24.0,16.0,10847.0,104.0,126.0,1354.0,1.0,0.0,70.0,0.034,0.5392,0.7059,0.0126,0.7083,0.75,0.0,1.9731,1.2305,1.0792,-0.2941,-0.0985,0.3419,6.0
758.0,785.0,4758137.0,4758179.0,780.0,47.0,45.0,84630.0,77.0,127.0,1362.0,0.0,1.0,40.0,0.8473,0.3122,0.6429,0.0198,0.5745,0.9333,1.0,2.8921,1.4314,1.6233,0.3571,-0.1523,0.9961,3.0
101.0,114.0,1467096.0,1467110.0,140.0,18.0,14.0,15073.0,90.0,127.0,1624.0,1.0,0.0,70.0,0.1244,0.2308,0.9286,0.008,0.7222,1.0,1.0,2.1461,1.1139,1.1461,0.0714,-0.1589,0.3097,0.0
78.0,94.0,1523381.0,1523431.0,463.0,69.0,54.0,60518.0,118.0,141.0,1360.0,0.0,1.0,130.0,0.1147,0.4212,0.32,0.0118,0.2319,0.9259,1.0,2.6656,1.2041,1.699,0.68,0.0212,0.965,3.0
129.0,157.0,86408.0,86427.0,276.0,39.0,26.0,33858.0,115.0,135.0,1362.0,0.0,1.0,40.0,0.1894,0.4812,0.6786,0.0206,0.7179,0.7308,0.0,2.4409,1.4472,1.2787,-0.3214,-0.0416,0.8223,3.0
1357.0,1373.0,5877663.0,5877670.0,52.0,20.0,8.0,6616.0,116.0,143.0,1652.0,1.0,0.0,69.0,0.3378,0.5357,0.4375,0.0097,0.8,0.875,0.0,1.716,1.2041,0.8451,-0.5625,-0.006,0.2195,1.0
39.0,226.0,876673.0,876871.0,18954.0,749.0,482.0,2236201.0,25.0,143.0,1400.0,0.0,1.0,40.0,0.0557,0.4881,0.9444,0.1336,0.2497,0.4108,1.0,4.2777,2.2718,2.2967,0.0556,-0.0783,1.0,2.0
93.0,171.0,2410724.0,2410794.0,2027.0,255.0,129.0,259127.0,118.0,141.0,1402.0,0.0,1.0,40.0,0.1327,0.6288,0.8974,0.0556,0.3059,0.5426,0.0,3.3068,1.8921,1.8451,-0.1026,-0.0013,1.0,3.0
599.0,604.0,1645544.0,1645548.0,16.0,5.0,4.0,2046.0,109.0,149.0,1360.0,0.0,1.0,50.0,0.8809,0.2,0.8,0.0037,1.0,1.0,0.0,1.2041,0.699,0.6021,-0.2,-0.001,0.1322,5.0
238.0,287.0,315114.0,315142.0,671.0,91.0,39.0,86424.0,119.0,143.0,1360.0,0.0,1.0,40.0,0.35,0.5109,0.5714,0.036,0.5385,0.7179,0.0,2.8267,1.6902,1.4472,-0.4286,0.0062,0.9992,3.0
39.0,192.0,29559.0,29611.0,4915.0,248.0,153.0,497404.0,33.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.3822,0.3399,0.1127,0.6169,0.3399,0.0,3.6915,2.1847,1.716,-0.6601,-0.2094,1.0,2.0
242.0,252.0,1137747.0,1137757.0,55.0,20.0,14.0,6483.0,109.0,127.0,1354.0,1.0,0.0,70.0,0.3575,0.45,1.0,0.0074,0.5,0.7143,0.5,1.7404,1.0,1.0,0.0,-0.0791,0.2061,3.0
300.0,312.0,2665729.0,2665742.0,124.0,12.0,14.0,13351.0,85.0,125.0,1656.0,1.0,0.0,100.0,0.3623,0.2051,0.9231,0.0072,1.0,0.9286,1.0,2.0934,1.0792,1.1139,0.0769,-0.1588,0.2739,6.0
88.0,120.0,1785901.0,1785930.0,509.0,73.0,60.0,49765.0,80.0,116.0,1358.0,1.0,0.0,70.0,0.1296,0.4515,0.9063,0.0236,0.4384,0.4833,0.0,2.7067,1.5051,1.4624,-0.0938,-0.2362,0.9848,6.0
519.0,528.0,14524.0,14551.0,160.0,22.0,29.0,12173.0,70.0,86.0,1394.0,0.0,1.0,220.0,0.7446,0.3416,0.3333,0.0065,0.4091,0.931,1.0,2.2041,0.9542,1.4314,0.6667,-0.4056,0.4025,2.0
1128.0,1141.0,643180.0,643193.0,124.0,17.0,13.0,13135.0,81.0,127.0,1686.0,1.0,0.0,70.0,0.6465,0.2663,1.0,0.0077,0.7647,1.0,0.5,2.0934,1.1139,1.1139,0.0,-0.1724,0.2914,3.0
1293.0,1316.0,600561.0,600841.0,2643.0,170.0,285.0,271889.0,44.0,125.0,1353.0,0.0,1.0,70.0,0.0547,0.5896,0.0821,0.017,0.1353,0.9825,1.0,3.4221,1.3617,2.4472,0.9179,-0.1963,1.0,4.0
220.0,234.0,1285730.0,1285749.0,138.0,28.0,21.0,14757.0,93.0,118.0,1358.0,1.0,0.0,70.0,0.324,0.4812,0.7368,0.0103,0.5,0.9048,1.0,2.1399,1.1461,1.2787,0.2632,-0.1646,0.4399,0.0
111.0,120.0,68259.0,68288.0,121.0,27.0,32.0,19974.0,151.0,175.0,1353.0,0.0,1.0,100.0,0.1641,0.5364,0.3103,0.0066,0.3333,0.9063,1.0,2.0828,0.9542,1.4624,0.6897,0.2896,0.4317,3.0
719.0,927.0,4689395.0,4689414.0,1535.0,239.0,120.0,173468.0,97.0,132.0,1358.0,1.0,0.0,100.0,0.6348,0.6116,0.0913,0.1532,0.8703,0.1583,0.0,3.1861,2.3181,1.2787,-0.9086,-0.1171,1.0,3.0
41.0,212.0,1587535.0,1587602.0,6017.0,261.0,143.0,612746.0,38.0,119.0,1356.0,0.0,1.0,40.0,0.0605,0.4748,0.3918,0.1261,0.6552,0.4685,0.0,3.7794,2.233,1.8261,-0.6082,-0.2044,1.0,2.0
1430.0,1466.0,5851552.0,5851560.0,134.0,47.0,13.0,17217.0,114.0,143.0,1650.0,1.0,0.0,69.0,0.223,0.5347,0.2222,0.0218,0.766,0.6154,0.0,2.1271,1.5563,0.9031,-0.7778,0.0038,0.4763,1.0
973.0,986.0,2563697.0,2563708.0,93.0,14.0,11.0,9363.0,75.0,119.0,1690.0,1.0,0.0,60.0,0.8331,0.3496,0.8461,0.0077,0.9286,1.0,0.0,1.9685,1.1139,1.0414,-0.1539,-0.2135,0.257,0.0
767.0,784.0,45270.0,45288.0,182.0,22.0,18.0,14763.0,72.0,93.0,1630.0,0.0,1.0,140.0,0.9411,0.4052,0.9444,0.0104,0.7727,1.0,1.0,2.2601,1.2305,1.2553,0.0556,-0.3663,0.5063,3.0
41.0,182.0,398837.0,398889.0,4409.0,191.0,102.0,456908.0,47.0,125.0,1362.0,0.0,1.0,40.0,0.0602,0.3987,0.3688,0.1035,0.7382,0.5098,0.0,3.6443,2.1492,1.716,-0.6312,-0.1904,1.0,2.0
333.0,342.0,764107.0,764213.0,525.0,16.0,106.0,57020.0,95.0,127.0,1353.0,0.0,1.0,70.0,0.4922,0.4497,0.0849,0.0066,0.5625,1.0,1.0,2.7202,0.9542,2.0253,0.9151,-0.1515,0.9872,3.0
39.0,216.0,2382409.0,2382472.0,6239.0,263.0,135.0,648169.0,46.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.4405,0.3559,0.1303,0.673,0.4667,0.0,3.7951,2.248,1.7993,-0.6441,-0.1884,1.0,2.0
1155.0,1166.0,476876.0,476887.0,82.0,13.0,11.0,8745.0,77.0,133.0,1696.0,1.0,0.0,100.0,0.625,0.3223,1.0,0.0065,0.8461,1.0,0.5,1.9138,1.0414,1.0414,0.0,-0.1668,0.23,0.0
355.0,378.0,2820561.0,2820612.0,631.0,46.0,51.0,68349.0,91.0,133.0,1364.0,0.0,1.0,40.0,0.5205,0.4621,0.451,0.0169,0.5,1.0,1.0,2.8,1.3617,1.7076,0.549,-0.1538,0.997,0.0
39.0,214.0,1914002.0,1914070.0,6615.0,244.0,131.0,684236.0,36.0,124.0,1358.0,0.0,1.0,40.0,0.0574,0.4441,0.3886,0.1289,0.7172,0.5191,0.0,3.8205,2.243,1.8325,-0.6114,-0.1919,1.0,2.0
195.0,197.0,2166065.0,2166066.0,2.0,2.0,1.0,250.0,120.0,130.0,1358.0,0.0,1.0,40.0,0.2872,0.0,0.5,0.0015,1.0,1.0,0.0,0.301,0.301,0.0,-0.5,-0.0234,0.119,0.0
1152.0,1178.0,371477.0,371575.0,1283.0,109.0,118.0,160146.0,110.0,136.0,1353.0,0.0,1.0,70.0,0.2587,0.4965,0.2653,0.0192,0.2385,0.8305,1.0,3.1082,1.415,1.9912,0.7347,-0.0248,1.0,3.0
1267.0,1303.0,214065.0,214075.0,160.0,40.0,18.0,20199.0,117.0,140.0,1690.0,0.0,1.0,70.0,0.458,0.5556,0.2778,0.0213,0.9,0.5556,0.0,2.2041,1.5563,1.0,-0.7222,-0.0137,0.5951,3.0
9.0,25.0,2583771.0,2583780.0,71.0,19.0,12.0,6886.0,84.0,111.0,1356.0,1.0,0.0,70.0,0.0133,0.5069,0.5625,0.0118,0.8421,0.75,0.0,1.8513,1.2041,0.9542,-0.4375,-0.2423,0.2583,0.0
147.0,172.0,2975077.0,2975090.0,170.0,28.0,14.0,20714.0,114.0,132.0,1356.0,0.0,1.0,40.0,0.2168,0.4769,0.52,0.0184,0.8929,0.9286,0.0,2.2304,1.3979,1.1139,-0.48,-0.0481,0.5378,0.0
71.0,79.0,471955.0,472005.0,230.0,22.0,50.0,23697.0,93.0,118.0,1353.0,0.0,1.0,185.0,0.105,0.425,0.16,0.0059,0.3636,1.0,1.0,2.3617,0.9031,1.699,0.84,-0.1951,0.6574,3.0
805.0,811.0,598090.0,598094.0,16.0,6.0,4.0,2034.0,110.0,140.0,1360.0,0.0,1.0,50.0,0.8073,0.3333,0.6667,0.0044,1.0,1.0,0.0,1.2041,0.7782,0.6021,-0.3333,-0.0068,0.1353,0.0
71.0,95.0,2394841.0,2394907.0,624.0,72.0,67.0,61079.0,85.0,118.0,1356.0,1.0,0.0,70.0,0.1047,0.6061,0.3636,0.0177,0.3333,0.9851,1.0,2.7952,1.3802,1.8195,0.6364,-0.2353,0.9998,3.0
1332.0,1347.0,70219.0,70241.0,221.0,19.0,22.0,24230.0,97.0,124.0,1687.0,1.0,0.0,70.0,0.4031,0.3303,0.6818,0.0089,0.7895,1.0,1.0,2.3444,1.1761,1.3424,0.3182,-0.1435,0.5461,3.0
1203.0,1218.0,75224.0,75234.0,109.0,18.0,11.0,11425.0,71.0,133.0,1684.0,1.0,0.0,70.0,0.5534,0.2733,0.6667,0.0089,0.8333,0.9091,0.0,2.0374,1.1761,1.0,-0.3333,-0.1811,0.266,3.0
621.0,633.0,2076516.0,2076679.0,969.0,124.0,163.0,103558.0,92.0,141.0,1364.0,0.0,1.0,100.0,0.9106,0.5046,0.0736,0.0088,0.0968,1.0,1.0,2.9863,1.0792,2.2122,0.9264,-0.1651,1.0,1.0
871.0,883.0,81644.0,81706.0,407.0,42.0,63.0,38223.0,84.0,108.0,1394.0,0.0,1.0,220.0,0.7331,0.453,0.1936,0.0086,0.2857,0.9841,1.0,2.6096,1.0792,1.7924,0.8065,-0.2663,0.95,3.0
919.0,931.0,3178549.0,3178563.0,133.0,14.0,14.0,14163.0,84.0,126.0,1358.0,1.0,0.0,100.0,0.6289,0.2083,0.8571,0.0088,0.8571,1.0,1.0,2.1239,1.0792,1.1461,0.1429,-0.1681,0.2901,0.0
247.0,272.0,244048.0,244067.0,235.0,36.0,22.0,29911.0,119.0,142.0,1360.0,0.0,1.0,40.0,0.3632,0.5053,0.76,0.0184,0.6944,0.8636,0.0,2.3711,1.3979,1.2787,-0.24,-0.0056,0.7598,3.0
1358.0,1378.0,956972.0,956991.0,226.0,23.0,27.0,23587.0,86.0,119.0,1387.0,0.0,1.0,40.0,0.013,0.4053,0.95,0.0144,0.8696,0.7037,0.0,2.3541,1.301,1.2787,-0.05,-0.1846,0.6268,3.0
196.0,209.0,652754.0,652766.0,54.0,22.0,22.0,6470.0,110.0,129.0,1467.0,1.0,0.0,100.0,0.2672,0.6539,0.9231,0.0089,0.5909,0.5454,0.0,1.7324,1.1139,1.0792,-0.0769,-0.064,0.2739,3.0
39.0,195.0,1810559.0,1810727.0,11813.0,591.0,367.0,1361903.0,27.0,141.0,1400.0,0.0,1.0,40.0,0.0557,0.5493,0.9286,0.1114,0.264,0.4578,1.0,4.0724,2.1931,2.2253,0.0714,-0.0993,1.0,2.0
899.0,906.0,844907.0,844932.0,139.0,14.0,25.0,16593.0,108.0,133.0,1356.0,0.0,1.0,40.0,0.6637,0.2057,0.28,0.0052,0.5,1.0,1.0,2.143,0.8451,1.3979,0.72,-0.0674,0.2998,3.0
41.0,192.0,1672082.0,1672228.0,11089.0,593.0,354.0,1270726.0,31.0,143.0,1402.0,0.0,1.0,40.0,0.0585,0.497,0.9669,0.1077,0.2546,0.4124,0.0,4.0449,2.179,2.1644,-0.0331,-0.1047,1.0,2.0
1299.0,1305.0,385532.0,385557.0,107.0,13.0,26.0,10888.0,96.0,111.0,1353.0,0.0,1.0,70.0,0.071,0.2867,0.24,0.0044,0.4615,0.9615,1.0,2.0294,0.7782,1.3979,0.76,-0.205,0.266,3.0
12.0,24.0,304433.0,304472.0,320.0,15.0,39.0,32705.0,55.0,125.0,1353.0,0.0,1.0,70.0,0.0177,0.3162,0.3077,0.0089,0.8,1.0,1.0,2.5052,1.0792,1.5911,0.6923,-0.2015,0.7512,3.0
1245.0,1254.0,1779008.0,1779024.0,84.0,13.0,16.0,9791.0,104.0,130.0,1362.0,1.0,0.0,120.0,0.1586,0.4167,0.5625,0.0066,0.6923,1.0,1.0,1.9243,0.9542,1.2041,0.4375,-0.0894,0.2583,3.0
55.0,174.0,327823.0,327870.0,3437.0,163.0,82.0,354240.0,45.0,126.0,1360.0,0.0,1.0,40.0,0.0809,0.3855,0.395,0.0875,0.7301,0.5732,0.0,3.5362,2.0756,1.6721,-0.605,-0.1948,1.0,3.0
1.0,222.0,486069.0,486291.0,22554.0,999.0,605.0,2712104.0,27.0,150.0,1400.0,0.0,1.0,40.0,0.0014,0.5403,0.9955,0.1579,0.2212,0.3669,1.0,4.3532,2.3444,2.3463,0.0045,-0.0606,1.0,2.0
425.0,430.0,1444004.0,1444009.0,17.0,6.0,5.0,2181.0,122.0,132.0,1358.0,0.0,1.0,50.0,0.6259,0.32,1.0,0.0037,0.8333,1.0,0.5,1.2305,0.699,0.699,0.0,0.0023,0.1361,0.0
535.0,578.0,149538.0,149552.0,265.0,74.0,46.0,32153.0,114.0,134.0,1692.0,0.0,1.0,70.0,0.6324,0.5598,0.3256,0.0254,0.5811,0.3043,0.0,2.4232,1.6335,1.1461,-0.6744,-0.0521,0.8806,4.0
430.0,441.0,100250.0,100337.0,630.0,20.0,87.0,62357.0,64.0,127.0,1387.0,0.0,1.0,40.0,0.62,0.3417,0.1264,0.0079,0.55,1.0,1.0,2.7993,1.0414,1.9395,0.8736,-0.2267,0.9874,3.0
225.0,235.0,719009.0,719024.0,116.0,17.0,15.0,11656.0,71.0,127.0,1634.0,0.0,1.0,125.0,0.2754,0.2267,0.6667,0.0061,0.5882,1.0,1.0,2.0645,1.0,1.1761,0.3333,-0.215,0.266,0.0
1321.0,1339.0,513812.0,514011.0,2145.0,134.0,201.0,228995.0,16.0,133.0,1380.0,0.0,1.0,40.0,0.0594,0.4012,0.0904,0.013,0.1343,0.9901,1.0,3.3314,1.2553,2.2989,0.9096,-0.166,1.0,3.0
486.0,493.0,1622520.0,1622524.0,16.0,8.0,4.0,2062.0,109.0,140.0,1358.0,0.0,1.0,50.0,0.7158,0.4286,0.5714,0.0052,0.875,1.0,0.0,1.2041,0.8451,0.6021,-0.4286,0.0068,0.1384,5.0
581.0,652.0,148364.0,148463.0,3187.0,208.0,198.0,336567.0,87.0,127.0,1306.0,0.0,1.0,40.0,0.8897,0.5466,0.7172,0.0544,0.3413,0.5,1.0,3.5034,1.8513,1.9956,0.2828,-0.175,1.0,2.0
2.0,226.0,29657.0,29792.0,16052.0,805.0,400.0,1594353.0,26.0,126.0,1358.0,0.0,1.0,50.0,0.003,0.4692,0.6027,0.1649,0.2783,0.3375,0.0,4.2055,2.3503,2.1303,-0.3973,-0.224,1.0,2.0
936.0,942.0,625664.0,625675.0,52.0,9.0,11.0,8801.0,159.0,181.0,1387.0,0.0,1.0,40.0,0.6417,0.2121,0.5454,0.0043,0.6667,1.0,1.0,1.716,0.7782,1.0414,0.4545,0.3223,0.1715,0.0
123.0,132.0,189105.0,189141.0,145.0,18.0,39.0,20557.0,132.0,151.0,1353.0,0.0,1.0,100.0,0.1818,0.5525,0.25,0.0066,0.5,0.9231,1.0,2.1614,0.9542,1.5563,0.75,0.1076,0.5362,3.0
747.0,758.0,949136.0,949144.0,71.0,14.0,8.0,7768.0,96.0,126.0,1698.0,0.0,1.0,60.0,0.8799,0.1932,0.7273,0.0065,0.7857,1.0,0.0,1.8513,1.0414,0.9031,-0.2727,-0.1452,0.1934,3.0
1065.0,1084.0,3160062.0,3160080.0,147.0,26.0,24.0,14121.0,85.0,124.0,1364.0,1.0,0.0,80.0,0.4106,0.5702,0.9474,0.0139,0.7308,0.75,0.0,2.1673,1.2787,1.2553,-0.0526,-0.2495,0.5659,0.0
99.0,115.0,203973.0,203987.0,106.0,25.0,16.0,12782.0,108.0,134.0,1362.0,1.0,0.0,80.0,0.1454,0.5268,0.875,0.0117,0.64,0.875,0.0,2.0253,1.2041,1.1461,-0.125,-0.0579,0.3725,3.0
187.0,203.0,594752.0,594771.0,136.0,50.0,27.0,17433.0,119.0,143.0,1364.0,0.0,1.0,100.0,0.2742,0.5526,0.8421,0.0117,0.32,0.7037,1.0,2.1335,1.2041,1.2787,0.1579,0.0014,0.5029,0.0
1508.0,1550.0,1791800.0,1791803.0,92.0,42.0,15.0,10838.0,72.0,198.0,1690.0,1.0,0.0,70.0,0.1657,0.2698,0.0714,0.0248,1.0,0.2,0.0,1.9638,1.6233,0.4771,-0.9286,-0.0796,0.2359,3.0
953.0,962.0,3681237.0,3681252.0,79.0,12.0,15.0,8132.0,86.0,124.0,1646.0,1.0,0.0,80.0,0.8311,0.4148,0.6,0.0055,0.75,1.0,1.0,1.8976,0.9542,1.1761,0.4,-0.1958,0.2469,0.0
3.0,223.0,333373.0,333576.0,21110.0,1138.0,597.0,2554885.0,21.0,148.0,1402.0,0.0,1.0,40.0,0.0043,0.5273,0.9227,0.1569,0.1933,0.34,0.0,4.3245,2.3424,2.3075,-0.0773,-0.0545,1.0,2.0
496.0,527.0,3889348.0,3889402.0,1176.0,67.0,60.0,117153.0,56.0,124.0,1668.0,0.0,1.0,40.0,0.5947,0.2975,0.5741,0.0186,0.4627,0.9,1.0,3.0704,1.4914,1.7324,0.4259,-0.2217,0.9999,0.0
1065.0,1078.0,1955642.0,1955655.0,121.0,18.0,14.0,12705.0,65.0,150.0,1688.0,1.0,0.0,70.0,0.7228,0.284,1.0,0.0077,0.7222,0.9286,0.5,2.0828,1.1139,1.1139,0.0,-0.1797,0.2914,0.0
